DATE,GOLDAMGBD228NLBM,GOLDPMGBD228NLBM,GVZCLS,VXGDXCLS,BAMLH0A0HYM2,SP500
2011-09-12,1843.000,1834.000,37.20,45.47,7.64,1162.27
2011-09-13,1806.000,1820.000,32.49,41.18,7.62,1172.87
2011-09-14,1829.000,1818.500,29.83,41.37,7.55,1188.68
2011-09-15,1806.000,1782.000,29.46,40.80,7.49,1209.11
2011-09-16,1778.000,1794.000,28.86,36.91,7.46,1216.01
2011-09-19,1817.000,1794.000,30.70,36.45,7.61,1204.09
2011-09-20,1792.000,1799.000,30.63,37.99,7.59,1202.09
2011-09-21,1810.250,1793.000,29.68,40.18,7.61,1166.76
2011-09-22,1765.500,1722.000,32.19,47.98,7.95,1129.56
2011-09-23,1730.000,1689.000,39.17,53.94,8.01,1136.43
2011-09-26,1615.000,1598.000,39.86,51.77,8.00,1162.95
2011-09-27,1671.000,1659.000,36.55,48.93,7.92,1175.38
2011-09-28,1655.000,1643.000,39.95,53.52,8.03,1151.06
2011-09-29,1620.000,1613.000,37.08,53.64,8.16,1160.40
2011-09-30,1629.000,1620.000,37.03,53.38,8.41,1131.42
2011-10-03,1660.000,1655.500,36.92,55.83,8.72,1099.23
2011-10-04,1672.000,1638.000,37.74,56.50,9.10,1123.95
2011-10-05,1600.000,1617.000,36.94,52.61,8.98,1144.03
2011-10-06,1649.500,1635.000,35.22,51.32,8.72,1164.97
2011-10-07,1651.000,1652.000,33.16,50.74,8.55,1155.46
2011-10-10,1664.000,1661.000,31.26,48.72,8.56,1194.89
2011-10-11,1662.000,1663.000,30.62,47.38,8.34,1195.54
2011-10-12,1687.000,1682.000,29.51,44.35,8.07,1207.25
2011-10-13,1673.000,1656.000,28.48,43.15,8.05,1203.66
2011-10-14,1676.000,1678.000,26.61,41.82,7.89,1224.58
2011-10-17,1689.000,1682.000,28.93,43.95,7.88,1200.86
2011-10-18,1658.000,1631.000,29.17,42.91,7.87,1225.38
2011-10-19,1651.000,1652.500,31.13,47.28,7.70,1209.88
2011-10-20,1629.000,1620.000,32.08,48.51,7.64,1215.39
2011-10-21,1623.000,1642.500,28.89,45.83,7.46,1238.25
2011-10-24,1651.000,1652.000,26.98,43.30,7.31,1254.19
2011-10-25,1656.250,1656.000,29.92,45.06,7.29,1229.05
2011-10-26,1713.000,1715.000,30.79,42.96,7.20,1242.00
2011-10-27,1708.000,1718.000,27.58,41.64,6.83,1284.59
2011-10-28,1735.000,1741.000,25.84,40.93,6.85,1285.09
2011-10-31,1718.000,1722.000,27.45,42.19,7.07,1253.30
2011-11-01,1702.000,1699.000,29.70,46.28,7.42,1218.28
2011-11-02,1731.000,1743.000,30.16,44.93,7.35,1237.90
2011-11-03,1732.500,1758.000,30.12,42.01,7.25,1261.15
2011-11-04,1756.000,1749.000,28.37,42.89,7.26,1253.23
2011-11-07,1764.000,1782.000,30.24,42.64,7.29,1261.12
2011-11-08,1794.000,1795.000,29.21,40.19,7.23,1275.92
2011-11-09,1780.000,1784.000,29.85,44.17,7.48,1229.10
2011-11-10,1766.000,1756.000,28.81,42.18,7.46,1239.69
2011-11-11,1764.000,1773.000,27.85,39.18,7.46,1263.85
2011-11-14,1780.500,1776.000,27.85,41.22,7.44,1251.78
2011-11-15,1765.000,1785.000,26.75,41.18,7.49,1257.81
2011-11-16,1773.000,1756.000,26.94,42.73,7.54,1236.91
2011-11-17,1756.000,1742.500,28.86,43.37,7.62,1216.13
2011-11-18,1730.000,1719.000,27.59,40.52,7.61,1215.65
2011-11-21,1704.000,1702.000,30.07,43.18,7.79,1192.98
2011-11-22,1697.500,1699.000,27.56,40.51,7.90,1188.04
2011-11-23,1686.000,1681.000,27.81,40.68,8.03,1161.79
2011-11-24,1699.000,1692.500,.,.,8.03,.
2011-11-25,1676.000,1688.500,20.46,41.23,8.00,1158.67
2011-11-28,1714.000,1714.000,26.61,39.97,7.95,1192.55
2011-11-29,1717.000,1717.000,25.74,40.08,7.95,1195.19
2011-11-30,1704.000,1746.000,25.32,39.81,7.79,1246.96
2011-12-01,1750.000,1752.000,24.55,38.37,7.69,1244.58
2011-12-02,1751.000,1747.000,23.51,39.40,7.65,1244.28
2011-12-05,1744.000,1744.000,24.97,40.08,7.56,1257.08
2011-12-06,1720.000,1708.000,24.52,39.90,7.50,1258.47
2011-12-07,1731.000,1735.500,24.15,38.84,7.54,1261.01
2011-12-08,1739.000,1715.000,25.18,41.81,7.56,1234.35
2011-12-09,1712.000,1709.000,23.13,38.99,7.53,1255.19
2011-12-12,1680.000,1659.500,23.66,39.46,7.60,1236.47
2011-12-13,1665.000,1672.500,24.10,37.27,7.60,1225.73
2011-12-14,1635.000,1603.000,28.63,42.36,7.63,1211.82
2011-12-15,1590.000,1574.000,27.28,39.70,7.62,1215.75
2011-12-16,1589.500,1594.000,24.80,36.59,7.65,1219.66
2011-12-19,1593.000,1598.000,23.42,37.81,7.65,1205.35
2011-12-20,1605.000,1613.500,21.33,34.68,7.54,1241.30
2011-12-21,1637.500,1608.000,21.22,34.50,7.49,1243.72
2011-12-22,1609.000,1606.500,20.23,34.31,7.45,1254.00
2011-12-23,1607.500,.,19.67,33.80,7.37,1265.33
2011-12-26,.,.,.,.,.,.
2011-12-27,.,.,20.81,35.67,7.37,1265.43
2011-12-28,1584.000,1571.000,24.33,39.78,7.40,1249.64
2011-12-29,1537.500,1531.000,23.12,39.07,7.36,1263.02
2011-12-30,1574.500,.,23.24,38.02,7.38,1257.60
2012-01-02,.,.,.,.,.,.
2012-01-03,1590.000,1598.000,22.90,35.90,7.06,1277.06
2012-01-04,1603.000,1613.000,22.08,35.33,7.00,1277.30
2012-01-05,1614.500,1599.000,22.34,34.74,7.00,1281.06
2012-01-06,1621.000,1616.500,21.30,34.07,7.00,1277.81
2012-01-09,1618.000,1615.000,21.47,33.51,6.99,1280.70
2012-01-10,1627.000,1637.000,21.51,33.02,6.92,1292.08
2012-01-11,1641.000,1634.500,22.34,33.76,6.98,1292.48
2012-01-12,1652.500,1661.000,21.60,33.50,6.93,1295.50
2012-01-13,1642.000,1635.500,21.20,32.81,7.02,1289.09
2012-01-16,1643.500,1641.000,.,.,6.98,.
2012-01-17,1662.000,1656.000,21.60,35.10,6.99,1293.67
2012-01-18,1657.000,1647.000,21.14,33.80,6.93,1308.04
2012-01-19,1664.000,1655.000,20.34,33.04,6.77,1314.50
2012-01-20,1646.000,1653.000,19.58,30.98,6.69,1315.38
2012-01-23,1675.000,1675.500,20.18,30.93,6.62,1316.00
2012-01-24,1669.000,1665.500,20.08,30.61,6.62,1314.65
2012-01-25,1659.000,1650.000,22.24,32.84,6.63,1326.05
2012-01-26,1713.000,1727.000,21.71,32.94,6.58,1318.43
2012-01-27,1722.000,1726.000,20.82,32.11,6.57,1316.33
2012-01-30,1720.500,1729.000,21.23,32.93,6.65,1313.01
2012-01-31,1738.000,1744.000,20.93,33.11,6.61,1312.41
2012-02-01,1744.000,1740.000,21.54,31.18,6.54,1324.09
2012-02-02,1747.500,1751.000,21.93,30.47,6.55,1325.54
2012-02-03,1759.500,1734.000,21.05,32.27,6.42,1344.90
2012-02-06,1717.000,1719.000,21.20,31.57,6.44,1344.33
2012-02-07,1720.000,1724.000,20.45,31.59,6.36,1347.05
2012-02-08,1743.000,1746.000,20.69,31.24,6.29,1349.96
2012-02-09,1733.000,1748.000,20.03,30.78,6.26,1351.95
2012-02-10,1715.500,1711.500,19.73,32.67,6.35,1342.64
2012-02-13,1727.000,1720.000,19.07,31.90,6.27,1351.77
2012-02-14,1721.000,1722.000,19.24,32.82,6.27,1350.50
2012-02-15,1725.500,1733.000,19.28,33.85,6.27,1343.23
2012-02-16,1716.000,1713.000,19.21,33.58,6.26,1358.04
2012-02-17,1732.000,1723.000,18.61,31.11,6.20,1361.23
2012-02-20,1729.500,1733.000,.,.,6.20,.
2012-02-21,1737.000,1748.000,19.94,29.15,6.14,1362.21
2012-02-22,1754.750,1752.000,19.84,29.33,6.15,1357.66
2012-02-23,1776.500,1777.000,19.76,28.74,6.11,1363.46
2012-02-24,1778.500,1777.500,19.01,28.81,6.01,1365.74
2012-02-27,1765.000,1772.000,19.10,29.79,6.05,1367.59
2012-02-28,1774.750,1781.000,20.12,30.74,6.01,1372.18
2012-02-29,1788.000,1770.000,22.90,31.98,5.98,1365.68
2012-03-01,1721.000,1714.000,19.53,29.61,5.94,1374.09
2012-03-02,1714.500,1707.000,18.96,29.48,5.97,1369.63
2012-03-05,1698.000,1705.000,19.40,30.58,6.01,1364.33
2012-03-06,1685.500,1669.000,20.23,33.55,6.25,1343.36
2012-03-07,1682.500,1677.500,19.18,31.68,6.18,1352.63
2012-03-08,1701.500,1690.000,19.26,30.93,6.11,1365.91
2012-03-09,1699.500,1687.500,19.41,29.53,6.09,1370.87
2012-03-12,1705.250,1697.500,19.21,29.07,6.06,1371.09
2012-03-13,1694.750,1690.000,20.47,28.67,5.97,1395.95
2012-03-14,1662.000,1644.250,20.60,31.01,5.83,1394.28
2012-03-15,1646.750,1648.000,18.24,29.07,5.87,1402.60
2012-03-16,1649.000,1658.000,18.99,27.47,5.86,1404.17
2012-03-19,1654.000,1661.500,17.83,26.70,5.79,1409.75
2012-03-20,1648.500,1656.750,18.42,28.15,5.80,1405.52
2012-03-21,1656.000,1649.250,18.04,28.07,5.85,1402.89
2012-03-22,1636.000,1635.500,18.51,30.27,5.91,1392.78
2012-03-23,1651.000,1664.000,18.30,29.49,5.93,1397.11
2012-03-26,1658.000,1680.250,19.22,29.26,5.91,1416.51
2012-03-27,1694.000,1692.000,18.62,29.35,5.93,1412.52
2012-03-28,1677.000,1676.000,18.18,30.49,5.93,1405.54
2012-03-29,1655.750,1657.500,17.43,30.58,6.02,1403.28
2012-03-30,1660.750,1662.500,17.01,29.18,5.95,1408.47
2012-04-02,1664.000,1677.500,17.10,28.87,5.99,1419.04
2012-04-03,1674.750,1676.250,18.05,30.72,5.91,1413.38
2012-04-04,1631.750,1621.000,18.88,33.40,5.99,1398.96
2012-04-05,1622.500,1631.000,18.02,32.18,6.05,1398.08
2012-04-06,.,.,.,.,.,.
2012-04-09,.,.,19.21,36.18,6.24,1382.20
2012-04-10,1643.750,1644.000,19.94,37.07,6.32,1358.59
2012-04-11,1654.000,1658.000,20.02,35.25,6.30,1368.71
2012-04-12,1655.500,1668.500,18.64,32.91,6.24,1387.57
2012-04-13,1670.500,1666.500,18.44,33.10,6.26,1370.26
2012-04-16,1648.250,1653.000,18.80,34.97,6.23,1369.57
2012-04-17,1652.000,1635.500,18.03,33.93,6.16,1390.78
2012-04-18,1646.500,1644.000,17.54,35.01,6.16,1385.14
2012-04-19,1642.000,1650.000,17.33,34.80,6.17,1376.92
2012-04-20,1640.000,1641.500,16.72,33.67,6.14,1378.53
2012-04-23,1632.000,1629.000,17.11,36.06,6.20,1366.94
2012-04-24,1638.750,1649.500,17.64,34.13,6.14,1371.97
2012-04-25,1641.250,1637.750,17.45,33.76,6.05,1390.69
2012-04-26,1648.250,1653.500,16.94,31.06,6.06,1399.98
2012-04-27,1654.000,1663.500,16.61,30.76,6.02,1403.36
2012-04-30,1662.500,1651.250,16.93,32.65,6.04,1397.91
2012-05-01,1661.250,1664.000,16.47,31.77,5.96,1405.82
2012-05-02,1652.500,1648.000,16.55,31.85,5.96,1402.31
2012-05-03,1642.500,1637.750,17.45,33.15,5.92,1391.57
2012-05-04,1629.500,1643.750,16.32,33.78,5.94,1369.10
2012-05-07,.,.,16.38,34.46,5.95,1369.58
2012-05-08,1627.000,1602.500,17.93,36.55,6.00,1363.72
2012-05-09,1585.500,1582.500,19.32,37.53,6.04,1354.58
2012-05-10,1590.000,1598.500,18.25,35.64,6.00,1357.99
2012-05-11,1580.750,1583.000,18.46,35.73,6.02,1353.39
2012-05-14,1563.000,1558.500,20.05,40.09,6.11,1338.35
2012-05-15,1559.000,1556.500,20.75,42.17,6.15,1330.66
2012-05-16,1537.500,1548.500,22.20,43.24,6.22,1324.80
2012-05-17,1547.000,1554.000,22.59,43.94,6.44,1304.86
2012-05-18,1588.000,1589.500,23.29,42.78,6.52,1295.22
2012-05-21,1590.250,1592.500,20.69,39.17,6.63,1315.99
2012-05-22,1575.750,1582.500,20.04,38.95,6.55,1316.63
2012-05-23,1555.000,1549.000,21.79,39.30,6.66,1318.86
2012-05-24,1558.500,1568.500,21.93,39.60,6.62,1320.68
2012-05-25,1560.500,1569.500,21.11,38.40,6.63,1317.82
2012-05-28,1579.000,1574.600,.,.,6.63,.
2012-05-29,1573.750,1579.500,21.72,39.33,6.59,1332.42
2012-05-30,1548.750,1540.000,23.46,41.60,6.71,1313.32
2012-05-31,1567.500,1558.000,23.11,41.52,6.96,1310.33
2012-06-01,1552.500,1606.000,25.30,41.54,7.16,1278.04
2012-06-04,.,.,25.36,41.42,7.17,1278.18
2012-06-05,.,.,23.99,41.17,7.23,1285.50
2012-06-06,1633.250,1635.000,23.14,40.84,7.06,1315.13
2012-06-07,1620.750,1606.000,22.92,40.77,6.95,1314.99
2012-06-08,1576.000,1576.500,22.03,39.21,6.95,1325.66
2012-06-11,1593.000,1584.000,22.19,39.74,6.90,1308.93
2012-06-12,1589.250,1603.500,22.90,39.04,6.90,1324.18
2012-06-13,1612.750,1619.500,23.96,40.63,6.91,1314.88
2012-06-14,1619.000,1613.500,24.10,39.68,6.85,1329.10
2012-06-15,1622.250,1627.250,22.94,38.44,6.84,1342.84
2012-06-18,1623.500,1615.500,20.64,35.17,6.81,1344.78
2012-06-19,1628.500,1625.500,20.51,34.34,6.65,1357.98
2012-06-20,1618.750,1601.000,19.88,32.96,6.54,1355.69
2012-06-21,1600.000,1582.000,21.07,36.74,6.52,1325.51
2012-06-22,1570.500,1565.500,20.29,36.52,6.52,1335.02
2012-06-25,1569.000,1570.000,20.46,38.02,6.60,1313.72
2012-06-26,1583.250,1576.000,20.47,37.00,6.57,1319.99
2012-06-27,1567.500,1573.500,19.96,36.71,6.52,1331.85
2012-06-28,1567.750,1558.500,20.56,37.10,6.52,1329.04
2012-06-29,1569.500,1598.500,19.53,34.66,6.36,1362.16
2012-07-02,1596.250,1592.000,19.34,33.65,6.45,1365.51
2012-07-03,1608.500,1617.500,25.23,35.71,6.39,1374.02
2012-07-04,1617.000,1613.500,.,.,6.38,.
2012-07-05,1616.750,1604.000,18.94,32.49,6.40,1367.58
2012-07-06,1591.750,1587.000,19.46,33.99,6.44,1354.68
2012-07-09,1581.000,1585.000,19.04,34.85,6.44,1352.46
2012-07-10,1594.500,1595.250,20.28,36.30,6.40,1341.47
2012-07-11,1576.500,1577.000,19.22,36.40,6.37,1341.45
2012-07-12,1565.500,1556.250,19.31,36.61,6.41,1334.76
2012-07-13,1579.000,1595.500,18.52,34.55,6.41,1356.78
2012-07-16,1584.000,1589.750,18.03,35.24,6.39,1353.64
2012-07-17,1595.000,1585.250,17.70,34.78,6.36,1363.67
2012-07-18,1579.500,1575.250,17.35,34.38,6.33,1372.78
2012-07-19,1580.000,1584.000,16.83,33.20,6.25,1376.51
2012-07-20,1583.000,1576.250,16.88,33.37,6.28,1362.66
2012-07-23,1571.500,1572.250,18.34,35.34,6.38,1350.52
2012-07-24,1573.000,1583.250,19.60,36.31,6.40,1338.31
2012-07-25,1587.500,1601.000,19.64,36.41,6.40,1337.89
2012-07-26,1603.000,1618.000,19.37,34.85,6.35,1360.02
2012-07-27,1618.750,1618.250,19.11,33.15,6.22,1385.97
2012-07-30,1616.500,1617.750,19.43,33.13,6.20,1385.30
2012-07-31,1622.750,1622.000,19.51,34.18,6.16,1379.32
2012-08-01,1614.750,1599.000,19.01,35.16,6.10,1375.14
2012-08-02,1604.500,1597.000,18.05,35.90,6.13,1365.00
2012-08-03,1595.000,1602.000,16.65,33.68,6.01,1390.99
2012-08-06,1606.750,1610.000,16.35,33.94,6.00,1394.23
2012-08-07,1613.000,1611.000,16.48,32.81,5.91,1401.35
2012-08-08,1607.000,1613.250,16.25,32.33,5.89,1402.22
2012-08-09,1612.750,1615.000,16.19,31.88,5.91,1402.80
2012-08-10,1608.500,1618.500,16.16,30.53,5.98,1405.87
2012-08-13,1622.250,1622.500,15.13,30.25,5.96,1404.11
2012-08-14,1614.500,1597.750,14.96,30.53,5.92,1403.93
2012-08-15,1594.750,1601.750,14.87,28.83,5.88,1405.53
2012-08-16,1603.500,1604.500,15.17,29.28,5.89,1415.51
2012-08-17,1616.500,1614.750,14.70,27.58,5.89,1418.16
2012-08-20,1615.250,1615.000,14.78,27.78,5.86,1418.13
2012-08-21,1624.000,1639.500,16.29,28.11,5.83,1413.17
2012-08-22,1640.500,1642.000,17.15,29.04,5.88,1413.49
2012-08-23,1662.500,1665.250,17.94,30.08,5.89,1402.08
2012-08-24,1666.500,1667.000,16.88,29.33,5.87,1411.13
2012-08-27,.,.,16.90,30.05,5.87,1410.44
2012-08-28,1663.500,1668.000,16.54,30.62,5.88,1409.30
2012-08-29,1664.250,1660.000,16.50,30.16,5.84,1410.49
2012-08-30,1657.000,1660.500,17.14,31.64,5.86,1399.48
2012-08-31,1657.750,1648.500,17.89,31.46,5.98,1406.58
2012-09-03,1686.000,1691.500,.,.,5.98,.
2012-09-04,1691.500,1697.000,17.97,32.27,5.94,1404.94
2012-09-05,1689.500,1690.000,18.18,32.21,5.91,1403.44
2012-09-06,1708.500,1701.000,17.80,30.17,5.80,1432.12
2012-09-07,1696.000,1728.000,18.95,29.55,5.74,1437.92
2012-09-10,1732.750,1732.000,19.08,30.94,5.68,1429.08
2012-09-11,1731.000,1736.750,19.59,32.00,5.64,1433.56
2012-09-12,1742.750,1737.000,20.15,32.02,5.51,1436.56
2012-09-13,1730.500,1733.250,19.03,31.54,5.50,1459.99
2012-09-14,1772.500,1775.500,17.87,31.27,5.30,1465.77
2012-09-17,1767.250,1770.000,18.08,31.82,5.32,1461.19
2012-09-18,1756.750,1769.500,17.89,31.75,5.33,1459.32
2012-09-19,1774.500,1766.750,17.69,31.88,5.34,1461.05
2012-09-20,1760.000,1758.500,17.29,32.00,5.38,1460.26
2012-09-21,1773.750,1784.500,17.09,31.65,5.42,1460.15
2012-09-24,1758.500,1762.500,16.94,31.94,5.50,1456.89
2012-09-25,1766.750,1771.500,16.74,33.31,5.56,1441.59
2012-09-26,1763.750,1744.750,16.31,34.93,5.80,1433.32
2012-09-27,1755.250,1763.000,17.02,33.83,5.73,1447.15
2012-09-28,1781.000,1776.000,16.76,33.64,5.72,1440.67
2012-10-01,1770.500,1787.000,16.90,33.36,5.71,1444.49
2012-10-02,1778.500,1775.500,16.34,32.46,5.72,1445.75
2012-10-03,1777.250,1775.250,16.59,32.84,5.68,1450.99
2012-10-04,1786.500,1791.750,17.27,32.81,5.62,1461.40
2012-10-05,1790.000,1784.000,15.88,32.76,5.55,1460.93
2012-10-08,1769.000,1773.500,16.13,33.18,5.54,1455.88
2012-10-09,1770.750,1774.000,15.72,34.18,5.56,1441.48
2012-10-10,1763.000,1761.250,15.53,33.52,5.61,1432.56
2012-10-11,1767.250,1769.000,15.31,32.53,5.57,1432.84
2012-10-12,1767.000,1766.750,15.72,32.63,5.56,1428.59
2012-10-15,1747.250,1736.000,15.47,32.65,5.48,1440.13
2012-10-16,1737.500,1746.500,15.12,31.59,5.40,1454.92
2012-10-17,1747.750,1749.000,14.64,31.24,5.27,1460.91
2012-10-18,1748.000,1743.000,14.73,31.93,5.24,1457.34
2012-10-19,1732.750,1737.000,15.10,33.06,5.31,1433.19
2012-10-22,1725.000,1726.750,14.88,30.92,5.28,1433.82
2012-10-23,1717.000,1711.000,15.80,32.82,5.41,1413.11
2012-10-24,1708.500,1706.500,15.70,33.76,5.39,1408.75
2012-10-25,1715.000,1715.500,15.36,33.49,5.33,1412.97
2012-10-26,1704.000,1716.000,14.92,33.99,5.41,1411.94
2012-10-29,1712.000,1707.000,.,.,5.46,.
2012-10-30,1713.500,1710.000,.,.,.,.
2012-10-31,1718.000,1719.000,14.99,33.49,5.63,1412.16
2012-11-01,1723.250,1716.250,14.49,32.94,5.57,1427.59
2012-11-02,1708.250,1685.000,16.20,34.22,5.54,1414.20
2012-11-05,1679.000,1683.500,17.48,35.95,5.57,1417.26
2012-11-06,1691.750,1691.000,18.00,35.32,5.49,1428.39
2012-11-07,1730.500,1715.250,16.69,34.94,5.63,1394.53
2012-11-08,1715.000,1717.000,17.02,34.06,5.67,1377.51
2012-11-09,1732.750,1738.250,16.07,33.48,5.77,1379.85
2012-11-12,1735.750,1735.250,15.66,32.32,5.77,1380.03
2012-11-13,1724.750,1726.250,14.54,32.28,5.82,1374.53
2012-11-14,1724.500,1725.750,14.94,37.33,5.84,1355.49
2012-11-15,1723.500,1710.000,14.26,35.50,5.94,1353.33
2012-11-16,1710.000,1713.500,13.28,34.79,5.98,1359.88
2012-11-19,1723.250,1730.500,13.61,33.00,5.85,1386.89
2012-11-20,1734.000,1732.250,13.52,30.80,5.79,1387.81
2012-11-21,1726.750,1724.000,13.22,30.13,5.72,1391.03
2012-11-22,1729.750,1731.000,.,.,5.72,.
2012-11-23,1734.750,1734.500,15.48,30.13,5.71,1409.15
2012-11-26,1747.250,1750.500,13.18,30.95,5.68,1406.29
2012-11-27,1747.250,1746.250,13.68,31.45,5.65,1398.94
2012-11-28,1741.000,1708.000,13.70,31.13,5.66,1409.93
2012-11-29,1724.500,1725.000,12.67,30.59,5.58,1415.95
2012-11-30,1728.250,1726.000,13.24,31.32,5.65,1416.18
2012-12-03,1718.000,1720.000,13.40,32.62,5.60,1409.46
2012-12-04,1706.750,1697.750,13.95,32.12,5.58,1407.05
2012-12-05,1703.000,1694.000,14.00,32.60,5.51,1409.28
2012-12-06,1693.000,1694.250,14.07,32.30,5.48,1413.94
2012-12-07,1697.000,1701.500,13.87,31.93,5.42,1418.07
2012-12-10,1708.500,1712.500,14.20,32.82,5.41,1418.55
2012-12-11,1709.750,1710.000,14.16,31.83,5.35,1427.84
2012-12-12,1712.500,1716.250,13.34,31.65,5.29,1428.48
2012-12-13,1694.750,1692.750,13.01,32.00,5.27,1419.45
2012-12-14,1696.500,1696.250,12.60,31.74,5.28,1413.58
2012-12-17,1690.000,1695.750,11.97,31.27,5.31,1430.36
2012-12-18,1699.500,1694.000,13.69,31.98,5.19,1446.79
2012-12-19,1674.500,1665.000,13.73,31.65,5.19,1435.81
2012-12-20,1667.000,1650.500,14.53,32.37,5.19,1443.69
2012-12-21,1648.250,1651.500,13.82,29.76,5.26,1430.15
2012-12-24,1662.500,.,13.21,29.76,5.24,1426.66
2012-12-25,.,.,.,.,.,.
2012-12-26,.,.,13.56,31.32,5.24,1419.83
2012-12-27,1655.250,1655.500,14.83,31.28,5.28,1418.10
2012-12-28,1658.750,1657.500,15.30,31.35,5.30,1402.43
2012-12-31,1664.000,.,14.38,39.12,5.34,1426.19
2013-01-01,.,.,.,.,.,.
2013-01-02,1681.500,1693.750,13.43,28.29,5.16,1462.42
2013-01-03,1684.500,1679.500,13.72,28.75,5.06,1459.37
2013-01-04,1632.250,1648.000,13.78,27.65,5.04,1466.47
2013-01-07,1653.750,1645.250,14.51,28.87,5.02,1461.89
2013-01-08,1653.750,1656.000,14.08,27.91,5.02,1457.15
2013-01-09,1663.500,1657.750,14.16,27.47,4.99,1461.02
2013-01-10,1663.000,1675.000,13.27,27.29,4.94,1472.12
2013-01-11,1669.500,1657.500,13.79,26.48,4.93,1472.05
2013-01-14,1667.750,1666.500,13.78,26.21,4.91,1470.68
2013-01-15,1681.000,1680.500,13.76,25.63,4.96,1472.34
2013-01-16,1679.750,1676.250,14.49,26.24,4.95,1472.63
2013-01-17,1683.250,1675.000,14.90,27.09,4.88,1480.94
2013-01-18,1690.000,1688.500,13.80,25.76,4.89,1485.98
2013-01-21,1688.000,1687.500,.,.,4.88,.
2013-01-22,1692.500,1690.500,12.71,24.84,4.88,1492.56
2013-01-23,1692.250,1690.250,12.46,25.80,4.85,1494.81
2013-01-24,1677.000,1671.000,13.03,27.38,4.82,1494.82
2013-01-25,1670.250,1660.000,14.08,27.99,4.73,1502.96
2013-01-28,1656.750,1656.500,14.39,28.78,4.72,1500.18
2013-01-29,1660.500,1663.500,13.59,27.12,4.78,1507.84
2013-01-30,1666.250,1677.500,13.21,28.16,4.84,1501.96
2013-01-31,1674.500,1664.750,13.76,28.00,4.95,1498.11
2013-02-01,1665.000,1669.000,13.32,27.99,4.94,1513.17
2013-02-04,1664.250,1666.000,13.78,28.01,5.01,1495.71
2013-02-05,1678.000,1673.500,13.03,26.24,5.01,1511.29
2013-02-06,1670.000,1674.250,13.57,25.93,5.04,1512.12
2013-02-07,1675.750,1668.000,13.59,26.23,5.08,1509.39
2013-02-08,1669.750,1668.250,13.14,25.68,5.08,1517.93
2013-02-11,1663.500,1652.000,14.38,25.66,5.06,1517.01
2013-02-12,1641.750,1647.500,14.06,25.83,5.04,1519.43
2013-02-13,1648.000,1645.000,14.70,25.59,4.97,1520.33
2013-02-14,1644.000,1646.000,14.72,25.84,4.97,1521.38
2013-02-15,1629.250,1612.250,15.90,26.72,4.96,1519.79
2013-02-18,1611.250,1610.750,.,.,4.95,.
2013-02-19,1613.500,1607.750,15.75,28.07,4.92,1530.94
2013-02-20,1602.000,1588.500,18.59,31.72,4.92,1511.95
2013-02-21,1568.500,1577.000,16.90,31.72,4.99,1502.42
2013-02-22,1580.000,1576.500,16.26,31.67,4.97,1515.60
2013-02-25,1592.500,1586.250,17.48,33.68,4.97,1487.85
2013-02-26,1597.250,1590.500,15.61,32.01,5.02,1496.94
2013-02-27,1608.500,1604.250,15.57,30.79,4.98,1515.99
2013-02-28,1591.000,1588.500,15.79,30.76,4.98,1514.68
2013-03-01,1570.000,1582.250,15.75,30.55,5.00,1518.20
2013-03-04,1578.000,1574.250,16.03,32.05,4.98,1525.20
2013-03-05,1584.250,1579.750,15.47,30.39,4.92,1539.79
2013-03-06,1574.000,1574.000,15.05,30.08,4.88,1541.46
2013-03-07,1580.500,1579.500,14.84,29.79,4.81,1544.26
2013-03-08,1577.000,1581.750,13.54,29.60,4.76,1551.18
2013-03-11,1577.500,1579.000,12.96,28.15,4.75,1556.22
2013-03-12,1582.500,1594.000,12.07,28.33,4.76,1552.48
2013-03-13,1591.500,1589.250,12.24,29.14,4.75,1554.52
2013-03-14,1585.000,1586.000,12.59,27.94,4.71,1563.23
2013-03-15,1593.250,1595.500,12.43,27.18,4.72,1560.70
2013-03-18,1599.500,1603.750,13.30,27.97,4.77,1552.10
2013-03-19,1602.500,1610.750,14.52,29.34,4.78,1548.34
2013-03-20,1611.500,1607.500,13.33,28.93,4.76,1558.71
2013-03-21,1608.750,1613.750,13.37,28.70,4.76,1545.80
2013-03-22,1611.500,1607.750,12.89,28.16,4.78,1556.89
2013-03-25,1602.250,1599.250,12.99,28.84,4.75,1551.69
2013-03-26,1597.250,1598.000,12.48,27.19,4.78,1563.77
2013-03-27,1591.000,1603.000,12.33,27.24,4.81,1562.85
2013-03-28,1602.500,1598.250,12.41,26.70,4.80,1569.19
2013-03-29,.,.,.,.,.,.
2013-04-01,.,.,13.13,28.23,4.87,1562.17
2013-04-02,1597.750,1583.500,13.73,29.26,4.84,1570.25
2013-04-03,1568.500,1574.750,15.21,32.33,4.87,1553.69
2013-04-04,1545.250,1546.500,16.03,31.90,4.89,1559.98
2013-04-05,1552.750,1568.000,14.46,34.80,4.95,1553.28
2013-04-08,1577.250,1575.000,14.22,31.86,4.90,1563.07
2013-04-09,1572.500,1577.250,13.54,30.85,4.87,1568.61
2013-04-10,1581.500,1575.000,15.15,32.05,4.78,1587.73
2013-04-11,1555.750,1565.000,15.29,32.62,4.73,1593.37
2013-04-12,1548.000,1535.500,21.32,35.93,4.75,1588.85
2013-04-15,1416.000,1395.000,34.48,45.41,4.79,1552.36
