DATE,GOLDAMGBD228NLBM,GOLDPMGBD228NLBM,GVZCLS,VXGDXCLS,BAMLH0A0HYM2,SP500
2019-03-11,1296.35,1292.75,10.18,24.63,4.12,2783.3
2019-03-12,1296.95,1297.05,10.08,25.03,4.08,2791.52
2019-03-13,1308.40,1306.95,10.14,24.6,3.99,2810.92
2019-03-14,1299.20,1295.55,10.08,24.12,3.95,2808.48
2019-03-15,1302.65,1303.50,10.01,23.41,3.95,2822.48
2019-03-18,1305.35,1305.60,9.79,22.51,3.95,2832.94
2019-03-19,1308.35,1307.70,9.82,22.71,3.91,2832.57
2019-03-20,1303.00,1303.70,10.15,23.46,3.97,2824.23
2019-03-21,1317.30,1309.60,10.2,23.99,3.92,2854.88
2019-03-22,1311.10,1311.30,10.31,24.68,4.03,2800.71
2019-03-25,1319.35,1319.55,10.77,25.11,4.13,2798.36
2019-03-26,1315.25,1316.30,10.18,23.88,4.09,2818.46
2019-03-27,1318.25,1309.70,10.36,24.17,4.09,2805.37
2019-03-28,1306.90,1295.15,10.35,25.34,4.08,2815.44
2019-03-29,1291.15,1295.40,9.94,24.13,3.99,2834.4
2019-04-01,1291.90,1293.50,10.13,24.41,3.94,2867.19
2019-04-02,1287.20,1290.30,9.81,24.0,3.95,2867.24
2019-04-03,1291.85,1290.45,9.69,23.64,3.90,2873.4
2019-04-04,1291.60,1283.15,9.92,24.09,3.90,2879.39
2019-04-05,1288.90,1288.45,9.65,23.35,3.86,2892.74
2019-04-08,1297.10,1300.00,9.71,23.82,3.84,2895.77
2019-04-09,1301.85,1303.00,9.55,23.49,3.86,2878.2
2019-04-10,1304.80,1305.45,9.45,22.87,3.86,2888.21
2019-04-11,1304.65,1298.80,9.59,22.9,3.79,2888.32
2019-04-12,1296.15,1294.30,9.28,21.76,3.68,2907.41
2019-04-15,1286.75,1285.65,9.57,23.17,3.68,2905.58
2019-04-16,1283.75,1276.35,9.78,23.83,3.64,2907.06
2019-04-17,1276.10,1275.85,9.39,23.57,3.67,2900.45
2019-04-18,1276.50,1275.70,8.96,24.52,3.73,2905.03
2019-04-19,.,.,.,.,.,.
2019-04-22,.,.,9.56,24.53,3.73,2907.97
2019-04-23,1273.45,1269.50,9.54,24.57,3.72,2933.68
2019-04-24,1273.80,1271.65,9.48,25.2,3.73,2927.25
2019-04-25,1277.85,1280.80,9.35,24.92,3.75,2926.17
2019-04-26,1281.50,1284.20,9.28,24.95,3.76,2939.88
2019-04-29,1282.15,1279.50,9.46,25.58,3.73,2943.03
2019-04-30,1285.15,1282.30,9.32,24.62,3.73,2945.83
2019-05-01,1281.80,1283.80,9.19,25.04,3.71,2923.73
2019-05-02,1271.45,1270.95,9.08,24.51,3.74,2917.52
2019-05-03,1270.05,1278.55,8.89,25.82,3.72,2945.64
2019-05-06,.,.,9.26,25.28,3.82,2932.47
2019-05-07,1281.30,1281.20,9.74,26.04,3.89,2884.05
2019-05-08,1287.75,1285.20,9.78,26.15,3.87,2879.42
2019-05-09,1284.10,1286.10,9.96,25.88,3.99,2870.72
2019-05-10,1285.40,1287.10,9.33,24.51,4.01,2881.4
2019-05-13,1282.95,1295.60,10.51,28.0,4.20,2811.87
2019-05-14,1297.60,1298.40,9.76,26.52,4.13,2834.41
2019-05-15,1298.90,1299.10,9.45,25.13,4.17,2850.96
2019-05-16,1295.55,1291.70,9.16,24.99,4.06,2876.32
2019-05-17,1285.80,1280.80,9.16,24.61,4.07,2859.53
2019-05-20,1275.25,1276.85,9.16,23.42,4.06,2840.23
2019-05-21,1276.00,1271.15,8.99,22.78,3.99,2864.36
2019-05-22,1274.00,1273.80,9.04,23.34,4.03,2856.27
2019-05-23,1275.95,1283.65,9.47,24.24,4.22,2822.24
2019-05-24,1281.50,1282.50,9.0,22.87,4.16,2826.06
2019-05-27,.,.,.,.,4.16,.
2019-05-28,1283.90,1278.30,9.2,23.87,4.19,2802.39
2019-05-29,1283.50,1281.65,8.88,23.39,4.36,2783.02
2019-05-30,1276.45,1280.95,9.3,23.44,4.33,2788.86
2019-05-31,1296.00,1295.55,10.33,24.6,4.59,2752.06
2019-06-03,1313.95,1317.10,11.79,26.02,4.70,2744.45
2019-06-04,1323.60,1324.25,10.66,25.69,4.53,2803.27
2019-06-05,1337.75,1335.05,11.26,26.23,4.48,2826.15
2019-06-06,1336.65,1335.50,11.62,26.4,4.42,2843.49
2019-06-07,1334.30,1340.65,11.41,26.57,4.37,2873.34
2019-06-10,1328.60,1328.60,10.87,25.62,4.23,2886.73
2019-06-11,1322.65,1324.30,10.52,25.2,4.20,2885.72
2019-06-12,1336.65,1332.35,11.06,25.64,4.22,2879.84
2019-06-13,1335.80,1335.90,11.68,25.25,4.24,2891.64
2019-06-14,1352.45,1351.25,11.9,25.89,4.23,2886.98
2019-06-17,1333.20,1341.30,11.99,25.32,4.23,2889.67
2019-06-18,1344.55,1341.35,12.4,26.93,4.14,2917.75
2019-06-19,1342.40,1344.05,12.41,25.93,4.16,2926.46
2019-06-20,1381.65,1379.50,15.69,28.29,4.03,2954.18
2019-06-21,1388.35,1397.15,15.54,27.85,3.95,2950.46
2019-06-24,1405.45,1405.70,16.8,31.28,4.00,2945.35
2019-06-25,1429.55,1431.40,17.08,32.21,4.09,2917.38
2019-06-26,1406.75,1403.95,15.88,32.52,4.05,2913.78
2019-06-27,1402.25,1402.50,15.57,31.64,4.09,2924.92
2019-06-28,1413.20,1409.00,15.99,30.8,4.07,2941.76
2019-07-01,1390.05,1390.10,14.08,29.0,3.99,2964.33
2019-07-02,1393.10,1391.05,15.8,29.83,4.04,2973.01
2019-07-03,1425.10,1413.50,15.89,30.41,4.02,2995.82
2019-07-04,1415.25,1414.90,.,.,4.02,.
2019-07-05,1414.40,1388.65,15.07,30.61,3.98,2990.41
2019-07-08,1404.90,1400.10,12.99,30.69,4.00,2975.95
2019-07-09,1387.90,1391.55,13.45,30.23,4.03,2979.63
2019-07-10,1395.45,1408.30,15.01,29.54,4.01,2993.07
2019-07-11,1423.10,1413.75,13.64,28.52,4.00,2999.91
2019-07-12,1405.60,1407.60,14.65,27.86,4.02,3013.77
2019-07-15,1416.25,1412.40,14.9,28.16,4.00,3014.3
2019-07-16,1416.10,1409.85,14.32,29.09,3.96,3004.04
2019-07-17,1400.80,1410.35,16.02,31.16,4.01,2984.42
2019-07-18,1420.90,1417.45,17.45,32.08,4.11,2995.11
2019-07-19,1437.05,1439.70,15.83,32.5,4.07,2976.61
2019-07-22,1424.45,1427.75,14.89,31.65,4.06,2985.03
2019-07-23,1417.55,1425.55,14.28,30.98,3.99,3005.47
2019-07-24,1425.55,1426.95,14.55,31.0,3.98,3019.56
2019-07-25,1426.35,1416.10,13.54,30.6,3.93,3003.67
2019-07-26,1418.25,1420.40,12.31,29.11,3.89,3025.86
2019-07-29,1418.95,1419.05,13.59,29.77,3.93,3020.97
2019-07-30,1428.45,1425.90,14.51,29.83,3.97,3013.18
2019-07-31,1430.55,1427.55,13.21,29.6,3.93,2980.38
2019-08-01,1406.40,1406.80,16.01,31.66,4.10,2953.56
2019-08-02,1436.05,1441.75,15.0,32.46,4.19,2932.05
2019-08-05,1457.45,1465.25,16.91,36.63,4.53,2844.74
2019-08-06,1461.85,1465.25,16.02,36.37,4.46,2881.77
2019-08-07,1487.65,1506.05,18.16,36.79,4.52,2883.98
2019-08-08,1497.40,1495.75,17.53,34.74,4.31,2938.09
2019-08-09,1503.50,1497.70,16.64,35.74,4.31,2918.65
2019-08-12,1501.95,1504.70,18.46,36.39,4.40,2883.75
2019-08-13,1527.20,1498.40,17.92,35.99,4.25,2926.32
2019-08-14,1500.35,1513.25,18.19,38.55,4.49,2840.6
2019-08-15,1517.65,1515.65,18.72,35.53,4.52,2847.6
2019-08-16,1509.05,1515.25,16.86,34.33,4.47,2888.68
2019-08-19,1499.35,1496.60,14.94,32.73,4.36,2923.65
2019-08-20,1502.65,1504.55,15.42,33.21,4.35,2900.51
2019-08-21,1499.65,1503.25,15.13,31.79,4.21,2924.43
2019-08-22,1498.70,1502.05,15.35,30.83,4.16,2922.95
2019-08-23,1495.50,1503.80,18.36,36.24,4.25,2847.11
2019-08-26,.,.,17.54,34.76,4.22,2878.38
2019-08-27,1531.85,1532.95,17.34,35.97,4.19,2869.16
2019-08-28,1541.75,1537.15,16.83,35.6,4.17,2887.94
2019-08-29,1536.65,1540.20,16.31,33.5,4.08,2924.58
2019-08-30,1526.55,1528.40,15.45,33.5,4.09,2926.46
2019-09-02,1523.35,1525.95,.,.,4.13,.
2019-09-03,1532.45,1537.85,16.86,34.91,4.23,2906.27
2019-09-04,1538.80,1546.10,17.27,34.5,4.23,2937.78
2019-09-05,1542.60,1529.10,15.72,33.82,4.07,2976.0
2019-09-06,1504.95,1523.70,14.75,33.36,4.05,2978.71
2019-09-09,1509.95,1509.20,14.76,34.28,3.99,2978.43
2019-09-10,1494.60,1498.25,14.62,34.11,3.90,2979.39
2019-09-11,1493.65,1490.65,14.95,34.01,3.92,3000.93
2019-09-12,1502.95,1515.20,15.07,34.33,3.85,3009.57
2019-09-13,1506.30,1503.10,14.94,33.11,3.83,3007.39
2019-09-16,1502.05,1497.20,16.07,33.85,3.80,2997.96
2019-09-17,1499.30,1502.10,15.91,35.24,3.81,3005.7
2019-09-18,1502.20,1503.50,15.1,33.37,3.82,3006.73
2019-09-19,1498.40,1500.70,15.13,32.52,3.77,3006.79
2019-09-20,1504.10,1501.90,16.79,32.05,3.81,2992.07
2019-09-23,1519.50,1522.10,16.92,34.09,3.84,2991.78
2019-09-24,1520.25,1520.65,17.22,34.49,3.90,2966.6
2019-09-25,1530.85,1528.75,15.62,33.96,3.91,2984.87
2019-09-26,1507.05,1506.40,15.11,33.72,3.95,2977.62
2019-09-27,1496.15,1489.90,14.96,34.75,3.99,2961.79
2019-09-30,1487.60,1485.30,15.37,33.92,4.02,2976.74
2019-10-01,1466.10,1473.45,15.61,33.34,4.08,2940.25
2019-10-02,1484.05,1492.60,15.75,34.16,4.28,2887.61
2019-10-03,1504.00,1517.10,16.33,33.24,4.40,2910.63
2019-10-04,1509.50,1499.15,15.26,32.09,4.38,2952.01
2019-10-07,1502.15,1501.25,15.44,34.31,4.31,2938.79
2019-10-08,1500.00,1505.85,16.21,34.07,4.39,2893.06
2019-10-09,1503.40,1507.25,15.73,33.46,4.32,2919.4
2019-10-10,1508.20,1494.80,15.7,32.26,4.26,2938.13
2019-10-11,1498.35,1479.15,15.72,33.15,4.10,2970.27
2019-10-14,1494.20,1490.60,15.65,31.5,4.08,2966.15
2019-10-15,1494.75,1487.80,15.08,31.01,4.01,2995.68
2019-10-16,1482.55,1485.10,14.94,30.06,4.01,2989.69
2019-10-17,1484.45,1492.65,14.84,30.27,4.00,2997.95
2019-10-18,.,.,14.85,28.87,4.02,2986.2
2019-10-21,1490.85,1491.65,14.05,29.2,3.98,3006.72
2019-10-22,1487.45,1485.35,13.67,29.43,3.99,2995.99
2019-10-23,1494.25,1494.45,13.23,28.81,3.98,3004.52
2019-10-24,1488.85,1496.55,13.97,28.47,3.96,3010.29
2019-10-25,1504.65,1513.45,13.48,28.97,3.89,3022.55
2019-10-28,1505.05,1492.40,13.78,29.07,3.85,3039.42
2019-10-29,1492.75,1486.75,13.46,29.29,3.86,3036.89
2019-10-30,1490.15,1492.10,13.17,28.19,3.96,3046.77
2019-10-31,1506.40,1510.95,13.39,29.26,4.15,3037.56
2019-11-01,1509.85,1508.80,12.86,28.38,4.09,3066.91
2019-11-04,1509.20,1509.45,12.45,29.23,3.99,3078.27
2019-11-05,1504.60,1488.95,12.43,28.5,3.97,3074.62
2019-11-06,1488.55,1486.05,12.04,28.33,4.02,3076.78
2019-11-07,1484.10,1484.25,12.35,28.25,3.96,3085.18
2019-11-08,1466.85,1464.15,12.27,27.15,4.00,3093.08
2019-11-11,1465.50,1458.70,12.87,28.3,3.99,3087.01
2019-11-12,1455.00,1452.05,11.91,29.35,4.00,3091.84
2019-11-13,1463.45,1462.90,11.56,28.0,4.05,3094.04
2019-11-14,1467.65,1466.65,11.83,26.87,4.08,3096.63
2019-11-15,1465.60,1466.90,11.23,25.29,4.06,3120.46
2019-11-18,1458.40,1467.65,11.55,26.0,4.09,3122.03
2019-11-19,1464.90,1468.45,11.5,24.97,4.12,3120.18
2019-11-20,1475.70,1471.70,11.55,25.64,4.18,3108.46
2019-11-21,1468.90,1467.05,11.37,25.35,4.17,3103.54
2019-11-22,1471.30,1464.45,11.32,24.18,4.13,3110.29
2019-11-25,1459.45,1458.40,11.15,24.37,4.08,3133.64
2019-11-26,1457.65,1454.65,10.76,24.45,4.05,3140.52
2019-11-27,1459.80,1454.35,10.3,23.58,3.99,3153.63
2019-11-28,1457.55,1454.65,.,.,.,.
2019-11-29,1456.35,1460.15,10.71,24.77,4.01,3140.98
2019-12-02,1457.50,1461.15,10.77,26.53,4.03,3113.87
2019-12-03,1470.40,1477.30,12.15,27.05,4.14,3093.2
2019-12-04,1475.85,1475.10,11.57,26.02,4.02,3112.76
2019-12-05,1474.60,1475.95,11.25,25.35,4.00,3117.43
2019-12-06,1474.85,1459.65,10.73,24.67,3.89,3145.91
2019-12-09,1463.60,1461.70,10.75,25.85,3.88,3135.96
2019-12-10,1464.45,1464.95,10.33,25.03,3.84,3132.52
2019-12-11,1468.05,1466.80,10.81,24.66,3.83,3141.63
2019-12-12,1474.70,1467.80,10.95,25.59,3.70,3168.57
2019-12-13,1470.60,1466.60,10.39,22.27,3.71,3168.8
2019-12-16,1477.40,1477.90,10.39,21.62,3.62,3191.45
2019-12-17,1478.40,1475.80,10.03,22.22,3.58,3192.52
2019-12-18,1478.90,1474.05,10.04,22.59,3.51,3191.14
2019-12-19,1474.40,1476.70,10.39,22.3,3.54,3205.37
2019-12-20,1476.90,1479.00,9.69,22.64,3.53,3221.22
2019-12-23,1483.95,1482.10,10.56,23.2,3.52,3224.01
2019-12-24,1490.85,.,11.93,25.08,3.53,3223.38
2019-12-25,.,.,.,.,.,.
2019-12-26,.,.,13.33,26.62,3.53,3239.91
2019-12-27,1510.60,1511.50,12.32,26.63,3.56,3240.02
2019-12-30,1511.50,1514.75,12.56,28.07,3.60,3221.29
2019-12-31,1523.00,.,12.63,28.36,3.60,3230.78
2020-01-01,.,.,.,.,.,.
2020-01-02,1520.55,1527.10,12.7,27.44,3.56,3257.85
2020-01-03,1547.40,1548.75,13.46,28.45,3.61,3234.85
2020-01-06,1576.85,1573.10,14.21,28.41,3.57,3246.28
2020-01-07,1566.50,1567.85,14.01,28.04,3.54,3237.18
2020-01-08,1582.85,1571.95,13.67,27.28,3.50,3253.05
2020-01-09,1547.85,1550.75,12.54,26.7,3.49,3274.7
2020-01-10,1548.80,1553.60,12.27,26.18,3.48,3265.35
2020-01-13,1550.35,1549.90,10.91,25.01,3.48,3288.13
2020-01-14,1544.95,1545.10,11.02,25.64,3.45,3283.15
2020-01-15,1551.90,1549.00,11.75,24.69,3.44,3289.29
2020-01-16,1555.20,1554.55,11.38,23.29,3.42,3316.81
2020-01-17,1556.50,1557.60,11.31,24.15,3.39,3329.62
2020-01-20,1559.25,1560.15,.,.,3.38,.
2020-01-21,1556.25,1551.30,11.48,24.94,3.47,3320.79
2020-01-22,1558.10,1556.90,11.16,24.59,3.49,3321.75
2020-01-23,1554.05,1562.90,11.61,24.6,3.58,3325.54
2020-01-24,1561.85,1564.30,12.48,24.99,3.68,3295.47
2020-01-27,1583.45,1580.10,12.9,27.41,4.03,3243.63
2020-01-28,1579.60,1574.00,11.89,26.01,3.86,3276.24
2020-01-29,1571.20,1573.45,12.09,25.81,3.83,3273.4
2020-01-30,1580.40,1578.25,12.23,26.18,3.95,3283.66
2020-01-31,1580.85,1584.20,13.5,26.72,4.03,3225.52
2020-02-03,1578.85,1574.75,12.48,26.34,3.97,3248.92
2020-02-04,1571.20,1558.35,12.01,24.78,3.85,3297.59
2020-02-05,1552.20,1553.30,11.32,23.98,3.75,3334.69
2020-02-06,1564.75,1563.30,11.45,23.87,3.70,3345.78
2020-02-07,.,.,11.3,24.1,3.75,3327.71
2020-02-10,1574.05,1573.20,11.91,24.73,3.75,3352.09
2020-02-11,1567.70,1570.50,11.48,24.47,3.65,3357.75
2020-02-12,1566.75,1563.70,11.07,23.76,3.59,3379.45
2020-02-13,1575.00,1575.05,11.59,24.2,3.57,3373.94
2020-02-14,1576.35,1581.40,11.62,23.54,3.56,3380.16
2020-02-17,1580.30,1580.80,.,.,3.56,.
2020-02-18,1588.20,1589.85,13.02,26.01,3.61,3370.29
2020-02-19,1609.50,1604.20,13.34,26.85,3.57,3386.15
2020-02-20,1610.35,1619.00,13.35,27.14,3.62,3373.23
2020-02-21,1633.70,1643.30,15.79,29.24,3.66,3337.75
2020-02-24,1682.35,1671.65,17.58,33.48,4.03,3225.89
2020-02-25,1655.90,1650.30,18.13,32.12,4.18,3128.21
2020-02-26,1647.95,1634.90,16.48,32.15,4.27,3116.39
2020-02-27,1646.60,1652.00,18.05,32.62,4.62,2978.76
2020-02-28,1626.35,1609.85,21.27,43.9,5.04,2954.22
2020-03-02,1609.70,1599.65,18.98,36.0,4.97,3090.23
2020-03-03,1599.05,1615.50,22.01,39.59,4.84,3003.37
2020-03-04,1644.80,1641.85,18.55,36.03,4.75,3130.12
2020-03-05,1647.45,1659.60,22.43,41.82,5.05,3023.94
2020-03-06,1687.00,1683.65,25.12,50.26,5.64,2972.37
2020-03-09,1676.60,1672.50,31.29,55.02,6.68,2746.56
2020-03-10,1657.40,1655.70,23.99,48.22,6.38,2882.23
2020-03-11,1662.50,1653.75,26.74,58.99,6.61,2741.38
2020-03-12,1636.65,1570.70,30.18,66.9,7.42,2480.64
2020-03-13,1588.15,1562.80,37.43,76.71,7.31,2711.02
2020-03-16,1504.65,1487.70,41.43,109.22,8.38,2386.13
2020-03-17,1472.35,1536.20,45.27,92.47,8.41,2529.19
2020-03-18,1506.00,1498.20,48.98,118.75,9.04,2398.1
2020-03-19,1480.70,1474.25,39.48,112.36,9.82,2409.39
2020-03-20,1504.45,1494.40,36.81,102.18,10.09,2304.92
2020-03-23,1494.50,1525.40,41.16,96.21,10.87,2237.4
2020-03-24,1599.50,1605.75,40.41,90.4,10.55,2447.33
2020-03-25,1620.95,1605.45,40.56,80.68,10.11,2475.56
2020-03-26,1620.10,1634.80,37.48,77.43,9.29,2630.07
2020-03-27,1621.20,1617.30,34.89,78.09,8.99,2541.47
2020-03-30,1624.45,1618.30,30.42,76.85,8.82,2626.65
2020-03-31,1604.65,1608.95,29.19,75.26,8.77,2584.59
2020-04-01,1594.25,1576.55,30.26,72.57,9.11,2470.5
2020-04-02,1588.05,1616.80,31.91,68.92,9.17,2526.9
2020-04-03,1609.75,1613.10,31.85,65.33,9.43,2488.65
2020-04-06,1636.60,1648.30,35.76,65.11,9.26,2663.68
2020-04-07,1652.20,1649.25,34.27,64.42,8.88,2659.41
2020-04-08,1649.05,1647.80,29.98,62.99,8.81,2749.98
2020-04-09,1662.50,1680.65,27.59,63.39,7.96,2789.82
2020-04-10,.,.,.,.,.,.
2020-04-13,.,.,28.41,65.54,7.70,2761.63
2020-04-14,1715.85,1741.90,28.87,66.88,7.35,2846.06
2020-04-15,1712.25,1718.65,27.39,66.35,7.64,2783.36
2020-04-16,1717.85,1729.50,27.74,67.56,7.58,2799.55
2020-04-17,1693.15,1692.55,26.96,68.03,7.31,2874.56
2020-04-20,1684.95,1686.20,28.01,68.61,7.52,2823.16
2020-04-21,1678.60,1682.05,30.62,68.17,7.90,2736.56
2020-04-22,1702.65,1710.55,30.44,67.5,7.85,2799.31
2020-04-23,1727.55,1736.25,30.25,66.71,7.87,2797.8
2020-04-24,1727.25,1715.90,29.22,62.06,8.03,2836.74
2020-04-27,1717.25,1714.95,26.75,60.08,8.01,2878.48
2020-04-28,1708.10,1691.55,24.43,56.97,8.02,2863.39
2020-04-29,1706.00,1703.35,24.16,55.48,7.87,2939.51
2020-04-30,1716.75,1702.75,24.24,55.74,7.63,2912.43
2020-05-01,1673.05,1686.25,24.25,56.85,7.70,2830.71
2020-05-04,1703.70,1709.10,23.68,55.73,7.79,2842.74
2020-05-05,1696.30,1699.55,24.97,55.23,7.60,2868.44
2020-05-06,1698.90,1691.50,24.47,55.72,7.60,2848.42
2020-05-07,1688.65,1704.05,26.15,55.38,7.60,2881.19
2020-05-08,.,.,24.89,52.33,7.52,2929.8
2020-05-11,1698.80,1702.75,23.55,52.38,7.51,2930.32
2020-05-12,1703.45,1702.40,22.45,52.05,7.42,2870.12
2020-05-13,1699.85,1708.40,22.71,52.7,7.61,2820.0
2020-05-14,1716.40,1731.60,24.15,53.22,7.77,2852.5
2020-05-15,1734.85,1735.35,23.63,51.22,7.78,2863.7
2020-05-18,1756.90,1734.70,22.81,50.58,7.41,2953.91
2020-05-19,1735.25,1737.95,21.33,49.72,7.35,2922.94
2020-05-20,1750.05,1748.30,20.12,48.88,7.16,2971.61
2020-05-21,1732.80,1724.90,19.74,48.91,7.08,2948.51
2020-05-22,1732.45,1733.55,18.95,47.82,7.06,2955.45
2020-05-25,.,.,.,.,7.06,.
2020-05-26,1722.75,1720.25,18.57,46.64,6.75,2991.77
2020-05-27,1705.15,1694.60,18.51,47.15,6.70,3036.13
2020-05-28,1723.30,1717.35,18.1,47.7,6.60,3029.73
2020-05-29,1725.65,1728.70,18.15,46.16,6.71,3044.31
2020-06-01,1734.80,1730.60,18.06,44.28,6.43,3055.73
2020-06-02,1740.25,1742.15,18.1,45.39,6.18,3080.82
2020-06-03,1717.60,1705.35,18.47,44.67,5.80,3122.87
2020-06-04,1706.45,1700.05,18.05,43.81,5.83,3112.35
2020-06-05,1709.55,1683.45,18.17,43.31,5.50,3193.93
2020-06-08,1692.00,1690.35,17.94,43.49,5.51,3232.39
2020-06-09,1707.50,1713.50,19.0,44.94,5.75,3207.18
2020-06-10,1717.65,1722.05,20.75,48.61,5.92,3190.14
2020-06-11,1731.90,1738.25,23.04,52.12,6.40,3002.1
2020-06-12,1735.85,1733.50,20.39,50.91,6.28,3041.31
2020-06-15,1710.40,1710.45,20.11,49.92,6.25,3066.59
2020-06-16,1728.35,1719.85,19.29,49.6,5.78,3124.74
2020-06-17,1717.30,1724.35,18.88,49.23,5.85,3113.49
2020-06-18,1732.65,1719.50,18.31,46.95,6.01,3115.34
2020-06-19,1728.55,1734.75,18.27,46.37,6.02,3097.74
2020-06-22,1745.45,1761.85,19.55,47.27,6.03,3117.86
2020-06-23,1756.60,1768.90,20.51,46.0,6.02,3131.29
2020-06-24,1775.70,1766.05,20.01,46.06,6.23,3050.33
2020-06-25,1758.55,1756.55,19.73,44.79,6.30,3083.76
2020-06-26,1762.10,1747.60,20.52,45.39,6.41,3009.05
2020-06-29,1768.80,1771.60,19.26,43.38,6.52,3053.24
2020-06-30,1770.70,1768.10,19.65,42.76,6.44,3100.29
2020-07-01,1787.40,1771.05,18.85,42.65,6.33,3115.86
2020-07-02,1771.85,1777.45,17.7,39.27,6.17,3130.01
2020-07-03,1774.65,1772.90,.,.,6.17,.
2020-07-06,1774.40,1787.90,17.42,40.43,6.03,3179.72
2020-07-07,1775.50,1789.55,17.37,42.19,6.04,3145.32
2020-07-08,1799.35,1811.10,17.74,42.8,6.06,3169.94
2020-07-09,1812.45,1812.10,17.39,44.35,6.14,3152.05
2020-07-10,1805.75,1803.10,16.64,42.74,6.14,3185.04
2020-07-13,1808.05,1807.50,16.53,43.93,6.01,3155.22
2020-07-14,1798.20,1801.90,16.0,44.15,6.03,3197.52
2020-07-15,1809.30,1804.60,15.36,40.84,5.81,3226.56
2020-07-16,1804.60,1807.70,15.37,39.49,5.76,3215.57
2020-07-17,1802.90,1807.35,15.09,39.76,5.74,3224.73
2020-07-20,1810.30,1815.65,15.3,39.24,5.54,3251.84
2020-07-21,1823.20,1842.55,16.67,41.59,5.33,3257.3
2020-07-22,1851.00,1852.40,22.45,45.6,5.28,3276.02
2020-07-23,1882.35,1878.30,21.99,43.47,5.26,3235.66
2020-07-24,1893.85,1902.10,21.61,42.58,5.29,3215.63
2020-07-27,1940.55,1936.65,25.52,50.58,5.24,3239.41
2020-07-28,1931.65,1940.90,28.96,51.86,5.27,3218.44
2020-07-29,1954.35,1950.90,26.79,48.45,5.15,3258.44
2020-07-30,1952.20,1957.65,24.13,47.65,5.14,3246.22
2020-07-31,1974.70,1964.90,24.46,46.0,5.16,3271.12
2020-08-03,1972.95,1958.55,23.56,45.71,5.08,3294.61
2020-08-04,1972.25,1977.90,26.3,47.27,5.13,3306.51
2020-08-05,2034.45,2048.15,25.69,48.63,5.04,3327.77
2020-08-06,2049.15,2067.15,27.36,48.75,5.06,3349.16
2020-08-07,2061.50,2031.15,26.22,49.2,5.06,3351.28
2020-08-10,2030.30,2044.50,23.89,48.61,5.09,3360.47
2020-08-11,1996.60,1939.65,27.48,51.59,5.03,3333.69
2020-08-12,1931.70,1931.90,25.85,49.86,5.10,3380.35
2020-08-13,1931.00,1944.25,25.82,48.69,5.16,3373.43
2020-08-14,1948.30,1944.75,23.53,46.14,5.26,3372.85
2020-08-17,1949.85,1972.85,26.35,47.72,5.29,3381.99
2020-08-18,2005.15,2008.75,26.46,46.74,5.26,3389.78
2020-08-19,1993.15,1981.00,28.15,48.02,5.25,3374.85
2020-08-20,1928.05,1927.15,25.91,46.19,5.28,3385.51
2020-08-21,1932.85,1924.35,25.96,46.27,5.25,3397.16
2020-08-24,1947.55,1943.95,23.86,46.12,5.17,3431.28
2020-08-25,1925.45,1911.15,22.76,44.49,5.07,3443.62
2020-08-26,1918.50,1932.95,24.79,46.63,5.02,3478.73
2020-08-27,1938.80,1923.85,23.08,46.07,4.98,3484.55
2020-08-28,1955.85,1957.35,23.19,47.13,5.00,3508.01
2020-08-31,.,.,24.32,48.2,5.02,3500.31
2020-09-01,1987.95,1972.35,23.0,46.98,4.97,3526.65
2020-09-02,1969.00,1947.05,23.57,47.73,4.93,3580.84
2020-09-03,1934.10,1940.45,23.68,50.82,5.04,3455.06
2020-09-04,1937.60,1926.30,21.98,47.65,5.13,3426.96
2020-09-07,1928.40,1928.45,.,.,5.13,.
2020-09-08,1920.60,1910.95,22.49,49.46,5.25,3331.84
2020-09-09,1928.40,1947.20,21.66,45.1,5.16,3398.96
2020-09-10,1944.80,1966.25,21.26,43.97,5.16,3339.19
2020-09-11,1944.50,1947.40,20.2,43.42,5.21,3340.97
2020-09-14,1942.30,1958.70,20.91,44.38,5.18,3383.54
2020-09-15,1963.55,1949.35,20.32,43.6,5.14,3401.2
2020-09-16,1964.80,1961.80,20.08,44.02,5.07,3385.49
2020-09-17,1936.10,1936.25,19.95,43.21,5.14,3357.01
2020-09-18,1954.75,1950.85,20.22,43.94,5.16,3319.47
2020-09-21,1930.90,1909.35,21.6,45.82,5.42,3281.06
2020-09-22,1903.10,1906.00,21.63,45.55,5.45,3315.57
2020-09-23,1888.10,1873.40,23.43,50.15,5.47,3236.92
2020-09-24,1850.75,1861.75,23.41,48.74,5.64,3246.59
2020-09-25,1870.05,1859.70,22.09,46.15,5.64,3298.46
2020-09-28,1850.95,1864.30,22.01,43.96,5.52,3351.6
2020-09-29,1882.40,1883.95,23.28,43.88,5.50,3335.47
2020-09-30,1883.40,1886.90,22.07,43.79,5.41,3363.0
2020-10-01,1895.55,1902.00,22.39,43.35,5.36,3380.8
2020-10-02,1906.40,1903.05,22.59,43.33,5.38,3348.44
2020-10-05,1899.65,1909.60,22.13,43.1,5.18,3408.63
2020-10-06,1912.50,1913.40,22.79,43.79,5.06,3360.95
2020-10-07,1888.00,1884.50,23.28,43.11,5.02,3419.45
2020-10-08,1891.35,1887.45,21.96,40.6,4.97,3446.83
2020-10-09,1912.40,1923.25,22.44,40.79,4.92,3477.13
